datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-07-27,NA,-0.19184561617272178,0.6260210521068713,1.341361310395541,1.841125133335298,2.3680505453937526,-0.19184561617272178,0.6260210521068713,1.341361310395541,1.841125133335298,2.3680505453937526,0,0.5358831582512703,0.5358831582512703
2026-07-28,NA,-0.08864629295619797,0.9247350148028636,1.2969297548411314,1.7412903664145452,2.4432771888830795,-0.08864629295619797,0.9247350148028636,1.2969297548411314,1.7412903664145452,2.4432771888830795,0,0.4468426346786717,0.4468426346786717
2026-07-29,NA,0.13455045541694066,0.7260782735875991,1.4529924670372694,1.8735468376914275,2.320133133476934,0.13455045541694066,0.7260782735875991,1.4529924670372694,1.8735468376914275,2.320133133476934,0,0.431239305486046,0.431239305486046
2026-07-30,NA,-0.018702009767110894,0.8003702257867542,1.2460193260373185,1.6751508312869845,2.799295797618731,-0.018702009767110894,0.8003702257867542,1.2460193260373185,1.6751508312869845,2.799295797618731,0,0.4580825140416783,0.4580825140416783
2026-07-31,NA,-0.24455650202382595,0.6759994542954,1.2181962721442474,1.6883966024286852,2.4668971170119733,-0.24455650202382595,0.6759994542954,1.2181962721442474,1.6883966024286852,2.4668971170119733,0,0.5052692344917421,0.5052692344917421
2026-08-01,NA,-0.2167552578293256,0.8260763709833888,1.3194510419094903,1.7304919774920982,2.6833426537995573,-0.2167552578293256,0.8260763709833888,1.3194510419094903,1.7304919774920982,2.6833426537995573,0,0.5495332370196689,0.5495332370196689
2026-08-02,NA,-0.006479505323593371,0.9402793182016043,1.4493368293540356,1.742481752532902,2.6023395169059156,-0.006479505323593371,0.9402793182016043,1.4493368293540356,1.742481752532902,2.6023395169059156,0,0.4065951400187279,0.4065951400187279
2026-08-03,NA,0.23287333613750172,0.8214129572340547,1.2836153589810504,1.5513323990680423,2.1951346020605524,0.23287333613750172,0.8214129572340547,1.2836153589810504,1.5513323990680423,2.1951346020605524,0,0.2597839232656909,0.2597839232656909
2026-08-04,NA,0.08897071816939206,0.8488896251560242,1.4039879856456108,1.8095986412672398,2.423853895897036,0.08897071816939206,0.8488896251560242,1.4039879856456108,1.8095986412672398,2.423853895897036,0,0.39455770286695907,0.39455770286695907
2026-08-05,NA,0.13971270601809932,1.0197324192277413,1.3267351181501377,1.996865143139253,2.8782315274789445,0.13971270601809932,1.0197324192277413,1.3267351181501377,1.996865143139253,2.8782315274789445,0,0.5268972379579744,0.5268972379579744
2026-08-06,NA,0.11511514070049894,0.8789219431593714,1.3687799235504814,2.034274695998585,2.96028088336512,0.11511514070049894,0.8789219431593714,1.3687799235504814,2.034274695998585,2.96028088336512,0,0.6453476206217402,0.6453476206217402
2026-08-07,NA,0.1647704745044346,0.8333401564945964,1.3542119855344996,2.15492784769406,2.892667303902101,0.1647704745044346,0.8333401564945964,1.3542119855344996,2.15492784769406,2.892667303902101,0,0.5806187733309032,0.5806187733309032
2026-08-08,NA,-0.3395709873622714,0.8254960103699517,1.2813742746749965,1.8051457159405788,2.5239848809260104,-0.3395709873622714,0.8254960103699517,1.2813742746749965,1.8051457159405788,2.5239848809260104,0,0.5582227269229914,0.5582227269229914
2026-08-09,NA,-0.2276041826740851,0.8291451732477382,1.3323635614240308,1.9154957042099263,3.0364864187682796,-0.2276041826740851,0.8291451732477382,1.3323635614240308,1.9154957042099263,3.0364864187682796,0,0.7232257081099104,0.7232257081099104
2026-08-10,NA,-0.36361841635779435,0.7512604939362911,1.4548914259904895,1.911152114304771,2.717320195094066,-0.36361841635779435,0.7512604939362911,1.4548914259904895,1.911152114304771,2.717320195094066,0,0.6310329176932525,0.6310329176932525
2026-08-11,NA,0.23315943210764928,0.9667402712798845,1.6002817022469864,2.0685545676884667,3.0337886805581364,0.23315943210764928,0.9667402712798845,1.6002817022469864,2.0685545676884667,3.0337886805581364,0,0.5957026638013622,0.5957026638013622
2026-08-12,NA,0.7309964969084299,1.0195497433289598,1.4789013093597352,1.8753073893702592,2.5205456861893585,0.7309964969084299,1.0195497433289598,1.4789013093597352,1.8753073893702592,2.5205456861893585,0,0.27183591794835765,0.27183591794835765
2026-08-13,NA,0.6226193546620834,0.9932325140661258,1.5892647503773583,2.0949140480452586,2.656348997848957,0.6226193546620834,0.9932325140661258,1.5892647503773583,2.0949140480452586,2.656348997848957,0,0.37812655425266456,0.37812655425266456
