datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-06-10,NA,0.16304618799224185,0.9809128562300644,1.69625311451704,2.196016937470243,2.72294234951008,0.16304618799224185,0.9809128562300644,1.69625311451704,2.196016937470243,2.72294234951008,0,0.5358831582351822,0.5358831582351822
2026-06-11,NA,0.24115034721961914,1.254531654940289,1.6267263949903956,2.071087006572534,2.773073829026108,0.24115034721961914,1.254531654940289,1.6267263949903956,2.071087006572534,2.773073829026108,0,0.4468426346723472,0.4468426346723472
2026-06-12,NA,0.43861802018099033,1.03014583834124,1.757060031823053,2.1776144024552755,2.6242006982338797,0.43861802018099033,1.03014583834124,1.757060031823053,2.1776144024552755,2.6242006982338797,0,0.43123930548206973,0.43123930548206973
2026-06-13,1.0814261436462402,0.25903118377764706,1.0781034193311787,1.523752519595786,1.9528840248333554,3.077028991155939,0.4877498800228107,0.8344620441780093,1.1764867350601138,1.4086878032050236,1.7308884424940234,0.7371829539425964,0.4580825140397776,0.1312324912431443
2026-06-14,0.9736291488011678,0.23572475820937755,0.877726573436304,1.151691353567819,1.62607330163876,2.4733721986460386,0.5941448480094431,0.8873222217692791,1.1635542195515405,1.267145773244589,1.73255200789514,0.6812817284143313,0.3490934815494105,0.0905193687610215
2026-06-15,NA,0.3563163491516694,0.7979385371076253,1.0117571207050984,1.4993849761566245,2.0323041944048597,0.3563163491516694,0.7979385371076253,1.0117571207050984,1.4993849761566245,2.0323041944048597,0,0.2068674994133751,0.2068674994133751
2026-06-16,1.3317112112045288,0.31441192968476145,0.8767495138130513,1.362092561445992,1.6451664448020806,2.33061795560274,0.7202372154990234,1.1445161196485114,1.2905070260075686,1.638451674470753,2.1072992786085223,0.6505047370887573,0.3039702840928602,0.1283066152832615
2026-06-17,1.005478973388672,0.25117284318571387,0.9117600071631285,1.5526500042484574,2.006620164415324,2.4345033627719928,0.5101786730013449,0.8758242971892358,1.1085337673559126,1.481310396516474,1.9292789955846223,0.7149581613583026,0.40963209521497745,0.13980278181950154
2026-06-18,NA,-0.15071458015539596,0.7462213068739884,1.0609316748161697,1.4388040803298652,2.112164873915333,-0.15071458015539596,0.7462213068739884,1.0609316748161697,1.4388040803298652,2.112164873915333,0,0.31957319081081953,0.31957319081081953
2026-06-19,1.1925859865934954,-0.19021901178676115,0.7080269825348318,1.0803159598028207,1.6262376770683828,2.7300677463715557,0.3451247095619131,1.040040715278492,1.216030522615415,1.4737460638817614,1.7694323308426658,0.7764871119783707,0.5673533730057989,0.1354826224664185
2026-06-20,NA,0.3983415884303726,0.997168005449048,1.369521728143924,1.9213250107356157,2.4600840228557033,0.3983415884303726,0.997168005449048,1.369521728143924,1.9213250107356157,2.4600840228557033,0,0.344027626771178,0.344027626771178
