datetime,observation,forecast_lower_95,forecast_lower_50,forecast_median,forecast_upper_50,forecast_upper_95,analysis_lower_95,analysis_lower_50,analysis_median,analysis_upper_50,analysis_upper_95,K,P_f,P_a
2026-07-02,NA,-0.15372919242659733,0.6641374758529952,1.3794777341416649,1.8792415570814218,2.406166969139877,-0.15372919242659733,0.6641374758529952,1.3794777341416649,1.8792415570814218,2.406166969139877,0,0.5358831582512704,0.5358831582512704
2026-07-03,1.0892318820953368,-0.06799760251443993,0.9453837052446219,1.3175784452828894,1.7619390568563034,2.4639258793248375,0.6590262253468564,0.9084035979431511,1.2268591288616957,1.4334386540576132,1.7042955451074562,0.7323415175384798,0.44684263467867175,0.10089318842006534
2026-07-04,NA,0.18396878480874002,0.7182947926525601,1.0804680561110434,1.2705413816261273,2.3870418315200173,0.18396878480874002,0.7182947926525601,1.0804680561110434,1.2705413816261273,2.3870418315200173,0,0.2794379239785672,0.2794379239785672
2026-07-05,1.136107071586277,-0.11540011305021286,0.503708454150905,1.156838356634451,1.4796541340546165,2.2159636292503313,0.4955972072415652,0.8828301177751259,1.0927427460424664,1.3787895027118733,1.8318417666785285,0.7201196984795571,0.42019832547815966,0.1250283300803447
2026-07-06,NA,0.3661186535603996,0.8322978396702767,1.243210311875715,1.4350467077036744,2.2488673232648937,0.3661186535603996,0.8322978396702767,1.243210311875715,1.4350467077036744,2.2488673232648937,0,0.2891610531071734,0.2891610531071734
2026-07-07,NA,0.17941190686065367,0.7674872708585682,1.1238748707735247,1.5536520472841353,1.965376773807954,0.17941190686065367,0.7674872708585682,1.1238748707735247,1.5536520472841353,1.965376773807954,0,0.2317824596676713,0.2317824596676713
2026-07-08,1.3683909893035888,0.10065007395236669,0.7211182490292211,1.2429693346979445,1.6639665039817264,2.2415900359691747,0.6949249766938754,1.1633908139882776,1.3291757561247957,1.6044580731418612,2.12732772005491,0.6828849161580552,0.3516839749002966,0.1303333088364211
2026-07-09,1.6013235187530517,0.19934792012186103,0.849814774792313,1.454699962249351,1.9191575225188626,2.3668097323803803,0.918095219424285,1.2808504736880968,1.5235515931909585,1.883408368157297,2.338916582997276,0.7127001035418346,0.40512898126351904,0.1398789712913599
2026-07-10,NA,0.043911097592577275,0.9419738503601807,1.2640005843503461,1.631201447598452,2.3055756852709166,0.043911097592577275,0.9419738503601807,1.2640005843503461,1.631201447598452,2.3055756852709166,0,0.3191591741230263,0.3191591741230263
2026-07-11,1.551257452964783,-0.12834451814581993,0.7698041667527471,1.1397381269244122,1.6892591193265316,2.790206233143155,0.6372804421124552,1.3316515019601782,1.509505092439857,1.7661670897970216,2.062200501556031,0.7763717826846007,0.5669765543289963,0.13540162712275203
2026-07-12,1.4938224315643311,0.5279628478469749,1.126848707552428,1.4995576778667943,2.0513282876604606,2.5898522711194456,1.0918157970616829,1.396533389067228,1.4881192279070672,1.6506162889682168,1.8856181700204544,0.6780804915132799,0.3439979966788982,0.04393349659403202
2026-07-13,NA,0.6317085761849263,1.0095864857637715,1.530346456397761,1.8672292450018841,2.5352576041157837,0.6317085761849263,1.0095864857637715,1.530346456397761,1.8672292450018841,2.5352576041157837,0,0.2848834672511276,0.2848834672511276
2026-07-14,NA,0.4071077295551958,0.7816445473318234,1.1532120885029051,1.792968577428586,2.3352435886958105,0.4071077295551958,0.7816445473318234,1.1532120885029051,1.792968577428586,2.3352435886958105,0,0.34054272929082774,0.34054272929082774
2026-07-15,NA,-0.486112415977222,0.4525102486007119,0.8798062090539234,1.7618684065157142,2.4420733334125777,-0.486112415977222,0.4525102486007119,0.8798062090539234,1.7618684065157142,2.4420733334125777,0,0.68477170878612,0.68477170878612
2026-07-16,NA,-0.4669681665378541,0.500714647655118,0.9086683986060662,1.6491277248830616,2.641417599444015,-0.4669681665378541,0.500714647655118,0.9086683986060662,1.6491277248830616,2.641417599444015,0,0.7086199660296834,0.7086199660296834
2026-07-17,NA,-0.43739084767733405,0.4276754577391577,0.9036409424998743,1.7485178493002995,2.53917537565734,-0.43739084767733405,0.4276754577391577,0.9036409424998743,1.7485178493002995,2.53917537565734,0,0.6894184260823316,0.6894184260823316
2026-07-18,NA,-0.11062477703319407,0.2955823960797769,0.9269314306759239,1.3726023967433694,2.647979423082896,-0.11062477703319407,0.2955823960797769,0.9269314306759239,1.3726023967433694,2.647979423082896,0,0.5611224818900831,0.5611224818900831
2026-07-19,NA,-0.3801207924443808,0.6749460355111556,1.2409421159504093,1.7685769112960366,2.5931373586009165,-0.3801207924443808,0.6749460355111556,1.2409421159504093,1.7685769112960366,2.5931373586009165,0,0.5821471408399145,0.5821471408399145
2026-07-20,NA,-0.51074827202777,0.7458966625266015,1.4820643918136216,1.8787462377250905,2.4686279514973926,-0.51074827202777,0.7458966625266015,1.4820643918136216,1.8787462377250905,2.4686279514973926,0,0.6468260395258678,0.6468260395258678
2026-07-21,NA,-0.2607078434924509,0.6556643453157582,1.5487449641147495,1.837063384332681,2.3210562817164506,-0.2607078434924509,0.6556643453157582,1.5487449641147495,1.837063384332681,2.3210562817164506,0,0.5525853363615995,0.5525853363615995
