datetime,p05,p25,p50,p75,p95
2026-07-16,0,0.6419423838303275,1.377263530449333,2.123138939518289,2.8927814808854544
2026-07-17,0.3534254181975578,0.9022539582761242,1.5549231483158683,1.9020045891161863,2.9561366217954976
2026-07-18,0.3279382156791676,0.8605134320785653,1.3656656887693266,1.9812717953326209,2.581156450118069
2026-07-19,0,0.9267455573611365,1.3461671641194561,1.8165916308499384,2.3404125917618277
2026-07-20,0.1597440639933979,0.9120086145281006,1.4285890178138025,1.918515525402448,2.472463021749265
2026-07-21,0.028341739702971047,0.6860971472900144,1.4840320268694611,2.1515837945183955,2.563352541982077
2026-07-22,0.13325624768844535,0.9036889220153175,1.4894854772240447,1.945953330550039,2.7135693551520506
2026-07-23,0.3216651784193584,0.8136623092499883,1.5331736429784164,1.8173616245025142,2.7047878449154363
2026-07-24,0.0980695331868463,0.6936342146037727,1.436580357039353,1.7942040362842437,2.516233155358764
2026-07-25,0.2004676662644037,0.7124898520672539,1.2951850857366267,1.663022759862621,2.3360993403716024
2026-07-26,0.001065322742080821,0.8146828183915691,1.1149705834237018,1.6543913551942468,2.3544578343177562
2026-07-27,0,0.46148863062178413,0.8857373889406521,1.6048882189776095,2.280789613078695
2026-07-28,0,0.23196770808010025,1.0766394830499209,1.7368974103447719,2.303412971091326
2026-07-29,0,0.3429868241447259,1.0917845102789703,1.5832186640806043,2.4507803456493518
2026-07-30,0,0.7303899797487547,1.1613659544438422,1.7925813734499894,2.7259942595261935
2026-07-31,0,0.6318770895390435,1.1141209557099896,1.7826900741061342,2.526657899638427
2026-08-01,0,0.6571237574575837,1.3843091538594896,1.6994487411473043,2.4426722041159477
2026-08-02,0,0.7580935242187535,1.4194680955749848,2.011465023824787,2.5825096473800375
2026-08-03,0.3648314268418953,0.7052418465642997,1.2200243490163385,1.6878997571567402,2.5336754317391286
2026-08-04,0,0.46669712983149203,1.3686720010898372,1.9417067977568876,2.1024709572671876
2026-08-05,0.10036379909938997,0.6971141138771264,1.275435221388988,1.897060506688491,2.2500173242019983
2026-08-06,0.34260625246724274,0.8118022148594046,1.2945548596127443,2.0900121519376853,2.786061995175439
2026-08-07,0.0736840614591,0.7688176419485471,1.3301181388236953,1.848367524114868,2.3801581895278496
2026-08-08,0.10997972053194294,0.5981892098674595,1.377643847960003,1.962923683962311,2.490587157222371
2026-08-09,0.14487338067515654,0.9265518274914284,1.1225043353317545,2.0371017923162036,2.715147774178554
2026-08-10,0.31806155819082516,0.8782414594928691,1.4182948708240823,2.0412037938754235,3.0080669722143543
2026-08-11,0.4496960602799407,1.2042439082287544,1.610115328850479,2.192846442779011,2.6143710366016935
2026-08-12,0.4512274133269194,0.8976801665802234,1.2336143705235174,2.106123799708446,2.807512696478679
2026-08-13,0.22735425323573488,1.0423097551481502,1.5500198361703879,2.093054402374065,2.9564877600357224
2026-08-14,0.42048963772214765,1.1668773317320245,1.6332481981704532,2.1787149501500958,2.7033634679988725
