datetime,p05,p25,p50,p75,p95
2026-09-04,0.6717244107699649,1.6574150901094045,2.39273623672841,3.138611645797366,3.9082541871645313
2026-09-05,1.3218102442241113,1.8706387843026777,2.523307974342422,2.87038941514274,3.924521447822051
2026-09-06,1.273070402669505,1.8056456190689023,2.310797875759664,2.9264039823229577,3.526288637108406
2026-09-07,0.3190409792479316,1.8642952572153169,2.2837168639736363,2.7541413307041185,3.2779622916160083
2026-09-08,1.0656689433183941,1.8521784148927742,2.3687588181784767,2.858685325767122,3.4126328221139386
2026-09-09,0.933836127387098,1.6354254411576348,2.4333603207370818,3.100912088386016,3.5126808358496975
2026-09-10,1.0958229446888486,1.8662556190157202,2.4520521742244474,2.9085200275504417,3.6761360521524535
2026-09-11,1.2998979415430383,1.7918950723736682,2.511406406102096,2.7955943876261937,3.6830206080391164
2026-09-12,1.0932830101895292,1.6888476916064554,2.4317938340420353,2.789417513286926,3.511446632361446
2026-09-13,1.2132242602291035,1.7252464460319534,2.3079416797013264,2.6757793538273207,3.3488559343363016
2026-09-14,1.0083571272795913,1.8450341817942162,2.1453219468263485,2.684742718596894,3.3848091977204033
2026-09-15,1.0112236940712866,1.5091374423894839,1.933386200708352,2.652537030745309,3.3284384248463947
2026-09-16,0.7770462844862756,1.2963761755081762,2.141047950477997,2.801305877772848,3.3678214385194014
2026-09-17,0.8308046679112989,1.4234495834699676,2.172247269604212,2.663681423405846,3.5312431049745934
2026-09-18,0.6068731595805246,1.8260832084292442,2.2570591831243316,2.888274602130479,3.8216874882066834
2026-09-19,0.5970645854429937,1.741891725851071,2.2241355920220167,2.892704710418162,3.6366725359504546
2026-09-20,0.8297432482956952,1.7804881045227468,2.5076735009246525,2.8228130882124676,3.566036551181111
2026-09-21,0.7110870067875829,1.8937887653142051,2.5551633366704363,3.147160264920238,3.7182048884754897
2026-09-22,1.5118024089327222,1.8522128286551265,2.3669953311071654,2.8348707392475667,3.6806464138299555
2026-09-23,1.1011855345662638,1.6238599902647195,2.525834861523065,3.0988696581901154,3.259633817700415
2026-09-24,1.2666114876892798,1.8633618024670158,2.4416829099788773,3.0633081952783803,3.4162650127918877
2026-09-25,1.5168126518062357,1.9860086141983975,2.468761258951737,3.264218551276678,3.9602683945144315
2026-09-26,1.1832162513726723,1.949840755230052,2.5111412521052,3.0293906373963733,3.561181302809355
2026-09-27,1.2300999295461734,1.7848737293934485,2.564328367485992,3.1496082034882993,3.6772716767483598
2026-09-28,1.3360528458678398,2.1177312926841116,2.313683800524438,3.228281257508888,3.9063272393712376
2026-09-29,1.5125602421715703,2.072740143473614,2.6127935548048278,3.2357024778561687,4.2025656561951
2026-09-30,1.6463306774487823,2.400878525397596,2.8067499460193206,3.389481059947852,3.811005653770535
2026-10-01,1.6488087092048285,2.0952614624581325,2.4311956664014263,3.3037050955863547,4.0050939923565885
2026-10-02,1.4246885169940784,2.2396440189064943,2.7473540999287316,3.2903886661324098,4.153822023794066
2026-10-03,1.6163801638937279,2.362767857903605,2.8291387243420334,3.3746054763216766,3.899253994170453
