datetime,p05,p25,p50,p75,p95
2026-09-10,0.6192738393927341,1.864159538568119,2.4138290853204816,2.799133154967608,3.789065609746637
2026-09-11,1.3068577563268104,1.886553871281217,2.383175864806753,2.9872418861334813,3.858303342920173
2026-09-12,1.3921428262964093,1.7879951304282629,2.4119396292577053,2.925086238655462,3.5199657714337924
2026-09-13,0.3798094050684968,1.7515410791437356,2.393850964105736,2.8876638077813555,3.535696602599816
2026-09-14,1.1406103459754822,1.9599779321938366,2.520781229626613,2.994543400233545,3.6063580758349865
2026-09-15,1.0110317719601203,1.7254801055339588,2.4145466480986104,3.2529854189784557,3.6829156514533166
2026-09-16,1.2779871156796874,1.9882595931219442,2.5813523495743214,3.0366291813457424,3.7772194629149722
2026-09-17,1.4209662244941932,1.951570913926686,2.6938609544619854,2.877504304308781,3.845194055302385
2026-09-18,1.2245205041179954,1.8507222540034671,2.5331706166407195,2.9503967506153366,3.6639749763187037
2026-09-19,1.3463992245873087,1.867718022375056,2.459226982189572,2.8231604701472097,3.4793562099718365
2026-09-20,1.1634599512152841,1.9861755133648877,2.2913647998420337,2.822775941498621,3.5363378460496673
2026-09-21,1.1550301885952978,1.6503427137167006,2.0788319714501715,2.8010215619263157,3.4754470674940925
2026-09-22,0.9233288512929039,1.4453304230293527,2.2928687352566572,2.9465382554542145,3.5154738478242495
2026-09-23,0.97332017597039,1.5672781105777902,2.3104591397672314,2.8086527477157857,3.6813892394969585
2026-09-24,0.7475953496329074,1.9676443534757297,2.396794104011733,3.0312704788578415,3.964157503320931
2026-09-25,0.7379682407302832,1.8806163068238524,2.3686601273380745,3.0339662385490627,3.7757961318018616
2026-09-26,0.9674887985553207,1.9173791816999037,2.646075533981416,2.960387911162057,3.7039293672902502
2026-09-27,0.8461924758886152,2.0285700527619714,2.690433787206493,3.2822830691469,3.8536018439419895
2026-09-28,1.644282519264912,1.9840997230078732,2.5008757822893823,2.967300824323461,3.8128548399814886
2026-09-29,1.2307667042597323,1.7530067659737423,2.6558168480339797,3.228631747004979,3.3899428083354355
2026-09-30,1.3930448274329965,1.990126737707406,2.5681979951155496,3.189975125346317,3.5430545842578964
2026-10-01,1.6403874285870637,2.1095198935245785,2.5924321604897234,3.387648226930263,4.0837917918422955
2026-10-02,1.303396155701534,2.0701393575260782,2.631239777249596,3.149771385177406,3.6813945907802834
2026-10-03,1.3468784834061864,1.9016330193972655,2.6810901134718716,3.266378213974081,3.794063604137196
2026-10-04,1.4492864357101936,2.230920630381627,2.426923688982146,3.3414946592460333,4.019520240796972
2026-10-05,1.6220772156431824,2.182268255163403,2.7223105746589917,3.3452245365119317,4.312084924111735
2026-10-06,1.7520362134286507,2.506617678905396,2.912443217444372,3.4952078247075913,3.9167269447276487
2026-10-07,1.7506377814148504,2.197084505909589,2.533001341971053,3.4055170694635857,4.106895367042805
2026-10-08,1.5224954121527432,2.3374406101267384,2.845154644041318,3.3881886105735792,4.251614475603105
2026-10-09,1.7100689688080435,2.456458200409795,2.9228190271333157,3.468287169851691,3.9929336524053425
