datetime,p05,p25,p50,p75,p95
2026-08-01,0.018650067307403817,0.8695930957637612,1.6049142423827667,2.3507896514517226,3.120432192818888
2026-08-02,0.5456815612141765,1.094510101292743,1.747179291332487,2.0942607321328053,3.148392764812116
2026-08-03,0.5004564404902941,1.0330316568896916,1.5381839135804531,2.153790020143747,2.7536746749291954
2026-08-04,0,1.089969962436128,1.5093915691944477,1.9798160359249302,2.5036369968368195
2026-08-05,0.28638505317689955,1.0728945247512796,1.5894749280369818,2.079401435625627,2.633348931972444
2026-08-06,0.14767402645294636,0.8492633402234829,1.6471982198029298,2.3147499874518638,2.7265187349155457
2026-08-07,0.3017551492456759,1.0721878235725475,1.6579843787812751,2.1144522321072694,2.882068256709281
2026-08-08,0.4974977077434921,0.989494838574122,1.7090061723025498,1.9931941538266478,2.88062037423957
2026-08-09,0.28252927177770526,0.8780939531946315,1.6210400956302116,1.9786637748751024,2.700692893949622
2026-08-10,0.39437094965270425,0.9063931354555544,1.4890883691249275,1.8569260432509216,2.530002623759903
2026-08-11,0.18184552713034718,1.018522581644972,1.3188103466771046,1.8582311184476497,2.5582975975711593
2026-08-12,0.1776235464294199,0.6755372947476168,1.099786053066485,1.8189368831034423,2.4948382772045283
2026-08-13,0,0.4563460095986571,1.3010177845684776,1.9612757118633286,2.527791272609883
2026-08-14,0.02251128329604357,0.5777098855541001,1.3265075716883445,1.8179417254899783,2.6855034070587256
2026-08-15,0,0.9753981724109637,1.4063741471060511,2.0375895661121985,2.9710024521884026
2026-08-16,0,0.8870567364888904,1.3693006026598362,2.037869721055981,2.7818375465882736
2026-08-17,0.0024636640448275626,0.9223210498917458,1.6495064462936517,1.9646460335814662,2.70786949655011
2026-08-18,0.02825868061394432,1.033123906655932,1.6944984780121632,2.286495406261966,2.8575400298172164
2026-08-19,0.6494859581351912,0.9898963778575957,1.5046788803096343,1.972554288450036,2.818329963032424
2026-08-20,0.2380723716606059,0.7607468273590617,1.662721698617407,2.2357564952844573,2.3965206547947577
2026-08-21,0.40356263934174696,1.000312954119483,1.5786340616313446,2.2002593469308476,2.553216164444355
2026-08-22,0.6546932778439346,1.1238892402360965,1.6066418849894362,2.402099177314377,3.09814902055213
2026-08-23,0.3228939706427899,1.0895184745001698,1.650818971375318,2.1690683566664903,2.700859022079472
2026-08-24,0.3724433727306701,0.9272171725779449,1.7066718106704881,2.2919516466727963,2.8196151199328563
2026-08-25,0.48193036052225235,1.2636088073385243,1.4595613151788505,2.3741587721633,3.05220475402565
2026-08-26,0.6628387004197653,1.2230186017218094,1.7630720130530229,2.385980936104364,3.3528441144432946
2026-08-27,0.8018743535840033,1.556422201532817,1.9622936221545415,2.5450247360830733,2.9665493299057557
2026-08-28,0.8104782056877332,1.2569309589410373,1.5928651628843309,2.465374592069259,3.166763488839493
2026-08-29,0.5933397248498138,1.4082952267622293,1.916005307784467,2.4590398739881447,3.3224732316498016
2026-08-30,0.7928632485284507,1.5392509425383274,2.0056218089767563,2.551088560956399,3.075737078805175
