datetime,p05,p25,p50,p75,p95
2026-06-13,0,0.7846235511131542,1.5199446976963242,2.2658201067737656,3.0354626481334037
2026-06-14,0.5457766508201161,1.0946051908844172,1.747274380933941,2.094355821733466,3.1484878544182653
2026-06-15,0.5474558687707373,1.0800310851635004,1.5851833418401875,2.20078944842333,2.8006741031990305
2026-06-16,0,1.1582229337977044,1.5776445405525297,2.0480690072871077,2.5718899681973064
2026-06-17,0.3586138378204944,1.1451233093958941,1.6617037126761387,2.1516302202730326,2.70557771661574
2026-06-18,0.21220927523118982,0.9137985890007813,1.7117334685752785,2.37928523622677,2.791053983692282
2026-06-19,0.35068809691474256,1.1211207712392395,1.7069173264508415,2.163385179774088,2.931001204377569
2026-06-20,0.5254452272324209,1.01744235806264,1.7369536917891146,2.021141673313169,2.9085678937280424
2026-06-21,0.2858085551099757,0.8813732365266408,1.6243193789611103,1.981943058206779,2.703972177280535
2026-06-22,0.37044797653724837,0.8824701623407862,1.465165396009877,1.833003070135749,2.506079650645156
2026-06-23,0.128966523786618,0.9656435783015427,1.2659313433331132,1.8053521151043128,2.5054185942279297
2026-06-24,0.09456874385788638,0.5924824921761525,1.0167312504952244,1.735882080532265,2.4117834746331956
2026-06-25,0,0.3422651343481583,1.1869369093182027,1.8471948366128523,2.4137103973597034
2026-06-26,0,0.4320122671867571,1.1808099533208676,1.6722441071226957,2.5398057886915835
2026-06-27,0,0.797679342883393,1.228655317578473,1.859870736584699,2.793283622660897
2026-06-28,0,0.6770494064474799,1.159293272618589,1.827862391014634,2.571830216546883
2026-06-29,0,0.6798623639380187,1.4070477603399092,1.7221873476277287,2.4654108105964117
2026-06-30,0,0.7581335647330186,1.4195081360892332,2.011505064339052,2.5825496878942937
2026-07-01,0.3419515849718683,0.6823620046942415,1.1971445071463265,1.6650199152866971,2.5107955898690797
2026-07-02,0,0.420714171589761,1.3226890428481433,1.8957238395151736,2.056487999025486
2026-07-03,0.03229578058646687,0.6278793006087467,1.2062004081206092,1.8278256934201134,2.1807825109336187
2026-07-04,0.2500029927705214,0.7191989551626831,1.2019515999160229,1.9974088922409572,2.6934587354787167
2026-07-05,0.015655221017673582,0.6527599610656956,1.2140604579408394,1.7323098432320165,2.264100508644992
2026-07-06,0.04019549295916347,0.4586207547218982,1.2380753928144421,1.823355228816751,2.3510187020768125
2026-07-07,0.0033619887988046715,0.7634452189574109,0.9593977267977387,1.8739951837821858,2.552041165644535
2026-07-08,0.131417964629703,0.691597865931747,1.2316512772629609,1.854560200314301,2.8214233786532312
2026-07-09,0.23954490813222296,0.9940927560810376,1.3999641767027613,1.982695290631294,2.4042198844539753
2026-07-10,0.2176261784715785,0.6640789317248819,1.0000131356681754,1.8725225648531039,2.5739114616233367
2026-07-11,0.021655546322019936,0.7853437974173768,1.2930538784396144,1.8360884446432917,2.6995218023049485
2026-07-12,0.15304185400608417,0.8866597474663003,1.3530306139047286,1.8984973658843718,2.423145883733148
