datetime,p05,p25,p50,p75,p95
2026-06-14,0.0338824310665804,0.9000569413056316,1.6353715688679342,2.381248539320894,3.150889718543719
2026-06-15,0.6175401135182748,1.1663662493586233,1.8190371574394006,2.1661183259051064,3.2202513572247202
2026-06-16,0.5901179977407325,1.1226920656335144,1.6278417451660119,2.2434514448252862,2.843334407247067
2026-06-17,0,1.1815229435200039,1.6009439649271617,2.0713690987724944,2.5951897765744647
2026-06-18,0.3690713614196831,1.1555810220396323,1.6721604274642137,2.162088407133306,2.716035175946331
2026-06-19,0.2141904110435372,0.9157795578420571,1.7137135400072547,2.3812657784072555,2.7930348462985926
2026-06-20,0.3471173611853877,1.117549602762661,1.7033466777165158,2.159814044796396,2.9274303208530434
2026-06-21,0.5182852197181742,1.0102822854903777,1.729793277638957,2.013981232854674,2.9014078123209996
2026-06-22,0.2763781150832315,0.8719427439590722,1.614888683429944,1.972512503134226,2.6945414845564746
2026-06-23,0.3596359016865792,0.871658209958211,1.4543533883634934,1.8221910469885483,2.4952677007981006
2026-06-24,0.1173740166431414,0.9540511243193861,1.254338785231718,1.7937596753759428,2.49382617514556
2026-06-25,0.08260429396053426,0.5805180528041258,1.004766847789297,1.7239176932448614,2.399819060439329
2026-06-26,0,0.33020837732031005,1.1748801917658729,1.8351380829458717,2.401653696706326
2026-06-27,0,0.4200566449415224,1.1688543062805237,1.6602884955438149,2.5278502022227176
2026-06-28,0,0.7859604190425082,1.2169363917571734,1.8481518253530016,2.7815647097621894
2026-06-29,0,0.6656638976819736,1.1479077933953552,1.8164768937945581,2.560444711478012
2026-06-30,0,0.6688808610249787,1.3960662546254237,1.7112058428400312,2.45442931288136
2026-07-01,0,0.7476089452190214,1.4089835136572035,2.0009804447040724,2.5720250666882665
2026-07-02,0.33192471436674553,0.6723351286446649,1.1871176393601979,1.654993041845109,2.5007687154933533
2026-07-03,0,0.41121765388851483,1.3131925318057596,1.8862273248825243,2.046991486616191
2026-07-04,0.027826139875653633,0.6189400206493404,1.197261128328786,1.8188864138614076,2.1718432310687135
2026-07-05,0.24164376650784503,0.710839728866681,1.1935923736600689,1.9890496647146758,2.685099509064015
2026-07-06,0.011775569487111004,0.6450006581553922,1.2063011542375108,1.724550540429369,2.2563412047137676
2026-07-07,0.03662463420030304,0.4514790367884398,1.2309336749262356,1.8162135111090159,2.343876984604501
2026-07-08,1.0789397071331308e-4,0.7569370296198549,0.9528895377547246,1.867486994346478,2.545532975975961
2026-07-09,0.12555784565303463,0.6857377470035921,1.2257911583936905,1.8487000812722354,2.8155632595620936
2026-07-10,0.23434621131485955,0.9888940594490105,1.3947654798610682,1.9774965939811877,2.3990211877117487
2026-07-11,0.21310120031843505,0.6595539534676961,0.995488157407197,1.8679975865606644,2.569386483325677
2026-07-12,0.019735579444351337,0.781503863718082,1.2892139447485427,1.8322485108854805,2.695681868542669
2026-07-13,0.15146961396463043,0.8835152673539519,1.349886133725235,1.8953528857200541,2.42000140356624
